,loss,categorical_accuracy,epoch
0,2.1516640186309814,0.18461667001247406,0
1,2.0242393016815186,0.2024666666984558,1
2,1.96638023853302,0.2093999981880188,2
3,1.895544171333313,0.23714999854564667,3
4,1.783142328262329,0.2925499975681305,4
5,1.7088370323181152,0.3129333257675171,5
6,1.6657931804656982,0.32463333010673523,6
7,1.632459282875061,0.33515000343322754,7
8,1.6040464639663696,0.34716665744781494,8
9,1.578204870223999,0.3626999855041504,9
10,1.5531291961669922,0.37458333373069763,10
11,1.525937795639038,0.39508333802223206,11
12,1.489603042602539,0.4233500063419342,12
13,1.433183193206787,0.4503999948501587,13
14,1.382196307182312,0.4572666585445404,14
15,1.3488168716430664,0.4686500132083893,15
16,1.3232313394546509,0.47681665420532227,16
17,1.3016016483306885,0.48178333044052124,17
18,1.2828205823898315,0.4847833216190338,18
19,1.2661129236221313,0.48821666836738586,19
20,1.2511390447616577,0.4914500117301941,20
21,1.237565279006958,0.49593332409858704,21
22,1.2252368927001953,0.4994833469390869,22
23,1.213887333869934,0.5020333528518677,23
24,1.2032705545425415,0.5096833109855652,24
25,1.1932737827301025,0.5177833437919617,25
26,1.183239221572876,0.5248500108718872,26
27,1.1715607643127441,0.5361499786376953,27
28,1.1544716358184814,0.5574166774749756,28
29,1.129621982574463,0.5752000212669373,29
30,1.1037225723266602,0.5898333191871643,30
31,1.0818884372711182,0.5964999794960022,31
32,1.0640321969985962,0.6031500101089478,32
33,1.0488522052764893,0.6086166501045227,33
34,1.0355148315429688,0.6126166582107544,34
35,1.0238794088363647,0.6173499822616577,35
36,1.013594627380371,0.6209999918937683,36
37,1.0042771100997925,0.6240333318710327,37
38,0.995945155620575,0.6264333128929138,38
39,0.9882656931877136,0.6278833150863647,39
40,0.981258749961853,0.6294666528701782,40
41,0.9748583436012268,0.6310833096504211,41
42,0.9689598083496094,0.6334666609764099,42
43,0.963383138179779,0.6343166828155518,43
44,0.9581803679466248,0.6359000205993652,44
45,0.9533877968788147,0.6371999979019165,45
46,0.9488406181335449,0.6388166546821594,46
47,0.944546103477478,0.6388000249862671,47
48,0.940386950969696,0.6412000060081482,48
49,0.9363827109336853,0.6414333581924438,49
50,0.9326296448707581,0.6420833468437195,50
51,0.9290285110473633,0.6442333459854126,51
52,0.9255708456039429,0.6446499824523926,52
53,0.9222691655158997,0.6466666460037231,53
54,0.9190179705619812,0.6473000049591064,54
55,0.9160299897193909,0.6478833556175232,55
56,0.9129372835159302,0.6490166783332825,56
57,0.910091757774353,0.6508333086967468,57
58,0.9072347283363342,0.6512500047683716,58
59,0.9046894311904907,0.6518999934196472,59
60,0.9019152522087097,0.6531999707221985,60
61,0.8994906544685364,0.6539999842643738,61
62,0.8969030976295471,0.6549999713897705,62
63,0.8944572806358337,0.6561166644096375,63
64,0.8921282291412354,0.6579333543777466,64
65,0.8898224830627441,0.6589333415031433,65
66,0.8875687718391418,0.6602333188056946,66
67,0.8853693604469299,0.6616166830062866,67
68,0.8832274079322815,0.6626666784286499,68
69,0.8810670971870422,0.6647499799728394,69
70,0.8789864778518677,0.6662499904632568,70
71,0.8770716190338135,0.6678000092506409,71
72,0.8750074505805969,0.6682999730110168,72
73,0.8730059266090393,0.6709499955177307,73
74,0.8710517287254333,0.6722833514213562,74
75,0.8692417740821838,0.6731166839599609,75
