,loss,categorical_accuracy,epoch
0,1.3548133373260498,0.579200029373169,0
1,0.7677122950553894,0.7375333309173584,1
2,0.6647880673408508,0.7704833149909973,2
3,0.6099002957344055,0.7882999777793884,3
4,0.5739801526069641,0.8014333248138428,4
5,0.548822283744812,0.8093166947364807,5
6,0.5297138094902039,0.815416693687439,6
7,0.5155747532844543,0.8206666707992554,7
8,0.5030701160430908,0.8249333500862122,8
9,0.4928017854690552,0.8286333084106445,9
10,0.48387888073921204,0.8318666815757751,10
11,0.4765472114086151,0.8339666724205017,11
12,0.46952709555625916,0.8371000289916992,12
13,0.4639412760734558,0.8392999768257141,13
14,0.45837515592575073,0.839900016784668,14
15,0.4535018503665924,0.8430666923522949,15
16,0.4489145874977112,0.8434833288192749,16
17,0.4452577829360962,0.8451333045959473,17
18,0.44103169441223145,0.8471666574478149,18
19,0.4383023679256439,0.8475499749183655,19
20,0.4350115954875946,0.848800003528595,20
21,0.43191802501678467,0.8502833247184753,21
22,0.42949938774108887,0.8513333201408386,22
23,0.42682141065597534,0.8514500260353088,23
24,0.4243004024028778,0.8524166941642761,24
25,0.4218786060810089,0.8529666662216187,25
26,0.4195096790790558,0.8548499941825867,26
27,0.4172024428844452,0.8553666472434998,27
28,0.41527217626571655,0.8557833433151245,28
29,0.4127712547779083,0.8559166789054871,29
30,0.4113399386405945,0.8570500016212463,30
31,0.40924882888793945,0.8578500151634216,31
32,0.40736642479896545,0.8580333590507507,32
33,0.40534958243370056,0.85916668176651,33
34,0.4037904739379883,0.8601333498954773,34
35,0.40203288197517395,0.8606166839599609,35
36,0.4004734754562378,0.8606500029563904,36
37,0.3988723158836365,0.8618166446685791,37
38,0.3972841203212738,0.8623999953269958,38
39,0.39532530307769775,0.8623833060264587,39
40,0.3938855230808258,0.8636166453361511,40
41,0.3920718729496002,0.8645166754722595,41
42,0.39057469367980957,0.8634666800498962,42
43,0.38916200399398804,0.8650333285331726,43
44,0.38779476284980774,0.8655833601951599,44
45,0.3863868713378906,0.8658999800682068,45
46,0.38480058312416077,0.8655999898910522,46
47,0.3834434747695923,0.8677166700363159,47
48,0.3817901313304901,0.8680833578109741,48
49,0.38089123368263245,0.8682833313941956,49
50,0.3789970576763153,0.8689666390419006,50
51,0.37808921933174133,0.8688666820526123,51
52,0.37706729769706726,0.8697999715805054,52
53,0.3757913410663605,0.8694666624069214,53
54,0.37491777539253235,0.8705499768257141,54
55,0.3732391595840454,0.8707666397094727,55
56,0.37225714325904846,0.87131667137146,56
57,0.3716321289539337,0.8708999752998352,57
58,0.3705553412437439,0.871649980545044,58
59,0.36929580569267273,0.8718666434288025,59
60,0.36847731471061707,0.8727166652679443,60
61,0.3677482604980469,0.8727166652679443,61
62,0.36680516600608826,0.872866690158844,62
63,0.36560311913490295,0.8737833499908447,63
64,0.3648911416530609,0.8735166788101196,64
65,0.36360663175582886,0.8743333220481873,65
66,0.36299243569374084,0.8741166591644287,66
67,0.3624521493911743,0.8743833303451538,67
68,0.36163169145584106,0.8747833371162415,68
69,0.3606380820274353,0.8751166462898254,69
70,0.36021411418914795,0.8743666410446167,70
71,0.35913142561912537,0.8754333257675171,71
72,0.35852211713790894,0.8760333061218262,72
73,0.35813388228416443,0.8757833242416382,73
74,0.35731226205825806,0.8762166500091553,74
75,0.3568457365036011,0.8760166764259338,75
76,0.35604920983314514,0.8763666749000549,76
77,0.3553067743778229,0.876966655254364,77
78,0.35480284690856934,0.8756166696548462,78
79,0.35427939891815186,0.8767666816711426,79
80,0.3534899353981018,0.8774833083152771,80
81,0.352526992559433,0.876466691493988,81
82,0.35262471437454224,0.8773666620254517,82
83,0.3520893454551697,0.8769999742507935,83
84,0.3510301113128662,0.8772333264350891,84
85,0.35072529315948486,0.8782833218574524,85
86,0.3502582907676697,0.8778833150863647,86
87,0.3494371473789215,0.8786166906356812,87
88,0.349253386259079,0.8790000081062317,88
89,0.34858062863349915,0.8785499930381775,89
90,0.3476824462413788,0.8781499862670898,90
91,0.34787675738334656,0.8789166808128357,91
92,0.34698864817619324,0.8781333565711975,92
93,0.3467836380004883,0.8790000081062317,93
94,0.3459649085998535,0.8789499998092651,94
95,0.3450659513473511,0.8801166415214539,95
96,0.34532609581947327,0.878433346748352,96
97,0.34494858980178833,0.8800166845321655,97
98,0.34458979964256287,0.8796499967575073,98
99,0.34361809492111206,0.8804000020027161,99
