,loss,categorical_accuracy,epoch
0,0.981731653213501,0.6820833086967468,0
1,0.5940771102905273,0.8013833165168762,1
2,0.5310604572296143,0.8188499808311462,2
3,0.49964362382888794,0.8274499773979187,3
4,0.4798893630504608,0.8345666527748108,4
5,0.4655361771583557,0.8388333320617676,5
6,0.4558829963207245,0.8422999978065491,6
7,0.44745421409606934,0.8456666469573975,7
8,0.43967539072036743,0.8479333519935608,8
9,0.4335654675960541,0.8494833111763,9
10,0.4280257821083069,0.8515333533287048,10
11,0.4236655831336975,0.8531000018119812,11
12,0.418839693069458,0.8554499745368958,12
13,0.41510140895843506,0.8560500144958496,13
14,0.4113309979438782,0.8578833341598511,14
15,0.4078913629055023,0.8586666584014893,15
16,0.4041159451007843,0.8600999712944031,16
17,0.4018586575984955,0.8602333068847656,17
18,0.39844805002212524,0.8615833520889282,18
19,0.3957560956478119,0.8634999990463257,19
20,0.39368996024131775,0.8629500269889832,20
21,0.3912649154663086,0.8649333119392395,21
22,0.3888877332210541,0.8644999861717224,22
23,0.38699427247047424,0.8652333617210388,23
24,0.3845132291316986,0.8658166527748108,24
25,0.38304510712623596,0.8660666942596436,25
26,0.3812112510204315,0.8676666617393494,26
27,0.37962067127227783,0.8672000169754028,27
28,0.37691906094551086,0.8687166571617126,28
29,0.37610897421836853,0.8696666955947876,29
30,0.3740296959877014,0.8699833154678345,30
31,0.3726321756839752,0.870033323764801,31
32,0.3711780607700348,0.8708999752998352,32
33,0.369909405708313,0.8703666925430298,33
34,0.3688547611236572,0.8712166547775269,34
35,0.3677561283111572,0.8726999759674072,35
36,0.36592504382133484,0.8727999925613403,36
37,0.3647518754005432,0.8733500242233276,37
38,0.3637596666812897,0.8736666440963745,38
39,0.3620840311050415,0.8744166493415833,39
40,0.36152076721191406,0.8737833499908447,40
41,0.35990387201309204,0.8742166757583618,41
42,0.359264999628067,0.8746833205223083,42
43,0.35784149169921875,0.874833345413208,43
44,0.3573372960090637,0.8752999901771545,44
45,0.3561684787273407,0.8768333196640015,45
46,0.3552513122558594,0.8763499855995178,46
47,0.35415253043174744,0.8767333626747131,47
48,0.3533823788166046,0.8776666522026062,48
49,0.3518345355987549,0.87704998254776,49
50,0.35151582956314087,0.8777499794960022,50
51,0.35079580545425415,0.8775500059127808,51
52,0.3492852747440338,0.8783000111579895,52
53,0.34860795736312866,0.8779333233833313,53
54,0.3483354449272156,0.8774499893188477,54
55,0.3473031222820282,0.878083348274231,55
56,0.34635645151138306,0.8795999884605408,56
57,0.34565386176109314,0.8787999749183655,57
58,0.3458241820335388,0.877916693687439,58
59,0.3438469469547272,0.8795333504676819,59
60,0.3435456156730652,0.8799999952316284,60
61,0.34237542748451233,0.8805999755859375,61
62,0.3419141471385956,0.880050003528595,62
63,0.3412390649318695,0.8805833458900452,63
64,0.3406677544116974,0.880466639995575,64
65,0.3398783802986145,0.8811500072479248,65
66,0.3390050530433655,0.8810166716575623,66
67,0.33859822154045105,0.8810999989509583,67
68,0.3378380239009857,0.8811166882514954,68
69,0.33728620409965515,0.8812999725341797,69
70,0.33628153800964355,0.8813999891281128,70
71,0.3361797630786896,0.8816499710083008,71
72,0.3352982997894287,0.8825666904449463,72
73,0.3346352279186249,0.8820333480834961,73
74,0.3341192603111267,0.8828999996185303,74
75,0.3333081305027008,0.8827166557312012,75
76,0.332757830619812,0.8827333450317383,76
77,0.3318229913711548,0.8832166790962219,77
78,0.3323690891265869,0.883400022983551,78
79,0.3317581117153168,0.8835999965667725,79
80,0.33030858635902405,0.8830000162124634,80
81,0.3299526274204254,0.8839333057403564,81
82,0.3293668329715729,0.8845333456993103,82
83,0.3289945125579834,0.8848333358764648,83
84,0.3283233940601349,0.8851666450500488,84
85,0.32771825790405273,0.885116696357727,85
86,0.32679444551467896,0.8852999806404114,86
87,0.32679107785224915,0.8846166729927063,87
88,0.32621514797210693,0.8855999708175659,88
89,0.32599568367004395,0.8852333426475525,89
90,0.3255023658275604,0.8845499753952026,90
91,0.3246639668941498,0.8860666751861572,91
92,0.3247621953487396,0.8851333260536194,92
93,0.3240048885345459,0.8853333592414856,93
94,0.3235485255718231,0.8865500092506409,94
95,0.3233427405357361,0.8859999775886536,95
96,0.32312437891960144,0.8865333199501038,96
97,0.32236161828041077,0.8869500160217285,97
98,0.32163384556770325,0.88714998960495,98
99,0.32154327630996704,0.8867833614349365,99
